tanggal_gabungan,product,kategori,batch,umur,region,kategori_kesibukan,kategori_pekerjaan,combined,motivation_cloud,channel_clean
2025-02-25,Human Resource,CAJC,7.0,20.0,java_non_jabodetabek,Pekerja,Student,"Dia anak hubungan international merasa kurang cocok dengan pekerjaan yang ada di hubungan international lalu dia mencoba mencari tahu terkait apa pekerjaan yang sepertinya selaras dengan HI meskipun tidak terlalu selaras, pada akhirnya menemukan HR melalui kakaknya yang sudah bekerja di instansi dan istilahnya menawarkan dia untuk memulai berjenjang career dan akhirnya disarankan oleh kakaknya yang sudah memulai lebih awal untuk ikut bootcamp di Dibimbing ini dan goalsnya lebih ke arah ingin mendapat bassic-bassic yang diperlukan untuk memulai di bidang HR, sehingga dari awal sudah tertarik di HR dan tidak berpikir ke program lain dan tujuan utamanya selain untuk menambah skill baru untuk menunjang career kedepannya di bidang ini Social media Dibimbing dan rekomendasi (kenapa memilih Dibimbing karena setelah dia riset menurutnya trusted mulai dari social medianya perbandingan followers dan likenya berbanding terbalik dengan platform lain dan utamanya dia dapat rekomendasi dari kakaknya lebih meyakinkan)",anak hubung international cocok kerja hubung international coba cari kait kerja selaras hi selaras temu hr kakak instansi istilah tawar jenjang career saran kakak bootcamp bimbing goalsnya arah bassic bassic bidang hr tarik hr pikir program tuju utama tambah skill tunjang career depan bidang social media bimbing rekomendasi pilih bimbing riset turut trusted social media banding followers likenya banding balik platform utama rekomendasi kakak,referral
2025-02-25,AI Machine Learning,CAJC,6.0,25.0,jabodetabek,Pekerja,Private Employee,Ingin berpindah karir yang liner dengan jurusan di perkuliahan dan juga program AIML untuk era sekarang memiliki peluang yang sangat besar jadi ingin mendalami materi dan berkairi dibidang tersebut Dari harga yang diberikan serta materi yang sudah terrencana,pindah karir liner jurus kuliah program aiml era milik peluang dalam materi berkairi bidang harga materi terrencana,instagram
2025-02-26,Product Management,JCJC+,14.0,24.0,jabodetabek,Job seeker,Job Seeker / Unemployed," Fasilitas (fasilitasnya sangat lengkap bisa belajar, ada magang dan juga bisa mengikuti program penyaluran kerjanya)",fasilitas fasilitas lengkap ajar magang ikut program salur kerja,instagram
2025-02-26,Data Science,JCJC+,33.0,22.0,java_non_jabodetabek,Mahasiswa,Student,Pada awalnya tertarik karena melihat teman mendaftar di bootcamp data science juga dan ingin witch career dari bidang HR ke data scientist Karena dibimbing dan ada magang (melihat pembelajaran di dibimbing benar benar di dibimbing dari awam hingga menguasi dan selain itu karen tertarik dengan program magang) pernah membandingkan dengan purwadhika namun lebih memilih dibimbing,tarik teman daftar bootcamp data science witch career bidang hr data scientist bimbing magang ajar bimbing bimbing awam kuasi karen tarik program magang banding purwadhika pilih bimbing,instagram
2025-02-26,Cyber Security,CAJC,1.0,16.0,outside_java,Siswa SMA/SMK,Student,Ingin belajar cyber security Hanya dibimbing yang menyediakan bootcamp Cyber Security,ajar cyber security bimbing sedia bootcamp cyber security,google
2025-02-26,Web Development (FE),JCJC+,23.0,24.0,jabodetabek,Job seeker,Job Seeker / Unemployed,"Kenapa tertarik di front end karena sebelumnya selama berkuliah belum pernah nyoba programmer dia selalu main dijaringan dan pengalaman kerjanya IT support jadi dia pengen mencoba di dunia baru di programmer seperti ini dan kebetulan sempat nyari di google tertarik dengan front end lalu menemukan Dibimbing, sehingga dari awal sudah tertarik di program ini dan tidak berpikir ke program lain dan tujuan utamanya selain untuk menambah skill baru untuk menunjang career kedepannya Testimoni, website bagus, harga sesuai dengan benefit (kenapa memilih Dibimbing karena lihat dikomenan tik tok banyak yang merekomendasikan Dibimbing secara positif dan websitenya menurutnya juga bagus serta benefit sesuai dengan harganya masih affordable)",tarik front end kuliah nyoba programmer main jaring alam kerja it support ken coba dunia programmer nyari google tarik front end temu bimbing tarik program pikir program tuju utama tambah skill tunjang career depan testimoni website bagus harga sesuai benefit pilih bimbing lihat dikomenan tik tok rekomendasi bimbing positif websitenya turut bagus benefit sesuai harga affordable,tiktok
2025-02-26,Cyber Security,CAJC,1.0,27.0,outside_java,Pekerja,Private Employee,Motivasi mengikuti bootcamp karena di pekerjaan saat ini masih sangat erat berhubungan dengan cyber security untuk menjaga softwarenya pada companynya tetap aman Bootcampnya sesuai dengan pekerjaan (memilih dibimbing karena cyber security ini sesuai dengan kebutuhan pekerjaan saat ini dan hanya ada di dibimbing sehingga tertarik untuk mendaftar),motivasi ikut bootcamp kerja erat hubung cyber security jaga softwarenya companynya aman bootcampnya sesuai kerja pilih bimbing cyber security sesuai butuh kerja bimbing tarik daftar,referral
2025-02-26,Cyber Security,CAJC,1.0,27.0,jabodetabek,Pekerja,Private Employee,"Kebetulan cyber security ini sedang menjadi tren, sehingga tertarik untuk mempelajari materinya dan ingin mengasah skill Iklan dan silabus (setelah melihat iklan dan silabusnya sangat tertaik untuk belajar di bidang ini namun sebelumnya belum pernah compare dengan platform lain)",cyber security tren tarik ajar materi asah skill iklan silabus iklan silabus tertaik ajar bidang compare platform,instagram
2025-02-27,Human Resource,CAJC,7.0,29.0,java_non_jabodetabek,Ibu Rumah Tangga,Other,"Tertarik dengan bidang HR setelah memiliki pengalaman bekerja menjadi prooduct manager yang masih berhubungan dengan beberapa klien dan tertarik belajar tentang perekrutan, serta ingin switch career ke bidang HR Hasil penelusuran di Google (setelah mencari bootcamp HR di google, hanya dibimbing yang meyediakan programnya sehingga langsung mendaftar tanpa compare dengan platform manapun)",tarik bidang hr milik alam prooduct manager hubung klien tarik ajar rekrut switch career bidang hr hasil telusur google cari bootcamp hr google bimbing meyediakan program langsung daftar compare platform mana,other
2025-02-27,Data Science,JCJC+,34.0,24.0,outside_java,Pekerja,Private Employee,Motivasi mengikuti bootcamp untuk bisa menunjang karir saat ini karena agar bisa menguasai di bidang data dari tuntutan perusahaan Teman kerja di dibimbing (pernah compare dengan platform lain namun lebih yakin dengan dibimbing karena ada temannya yang bekerja di dibimbing),motivasi ikut bootcamp tunjang karir kuasa bidang data tuntut usaha teman kerja bimbing compare platform bimbing teman bimbing,instagram
2025-02-27,Data Science,JCJC+,33.0,25.0,jabodetabek,Pekerja,Private Employee,"Tujuannya karena mau switch career dan merasa di career saat ini belum banyak berkembang jadi pengen nambah ilmu baru serta pengen menguasai tentang data science dulu kalau memang memungkinkan untuk switch career, sehingga sebelumnya sudah yakin di program ini dan tidak tertarik di program lain dan tujuan utamanya selain untuk menambah skill baru untuk menunjang career kedepannya (switch career) Waktu di weekend dan silabus lengkap (kenapa memilih Dibimbing karena dari segi jadwal cocok di weekend dan secara kelasnya silabusnya ngerasa oke untuk pembelajarannya, sehingga lebih memilih Dibimbing)",tuju switch career career kembang ken nambah ilmu ken kuasa data science switch career program tarik program tuju utama tambah skill tunjang career depan switch career weekend silabus lengkap pilih bimbing segi jadwal cocok weekend kelas silabus ngerasa oke ajar pilih bimbing,instagram
2025-02-27,Data Science,JCJC+,33.0,27.0,java_non_jabodetabek,Job seeker,Job Seeker / Unemployed,"Sebenarnya tertarik data analyst tahu dari teman dan yang dia tahu seperti menganalisis data untuk business seperti memprediksi kemungkinan pasar dan untuk mengambil keputusan atau langkah-langkah yang lebih baik atau menguntungkan lihat kondisi dan situasi dari hal tersebut dia tertarik menurutnya bagus untuk upgrade skill, sehingga dari awal sudah tertarik di data analyst dan science tidak berpikir ke program lain dan tujuan utamanya selain untuk menambah skill baru untuk menunjang career kedepannya di bidang ini Job connector dan testimoni alumni (kenapa Dibimbing karena ada job connector dan testimoninya alumni bagus-bagus)",tarik data analyst teman analis data business prediksi pasar ambil putus langkah langkah untung lihat kondisi situasi tarik turut bagus upgrade skill tarik data analyst science pikir program tuju utama tambah skill tunjang career depan bidang job connector testimoni alumni bimbing job connector testimoninya alumni bagus bagus,google
2025-02-27,Data Science,JCJC+,33.0,27.0,outside_java,Pekerja,Private Employee,"Mengikuti bootcamp ini karena saat ini sedang bekerja di Taiwan yang dimana membutuhkan upgrade skill. Selain itu, belajar data science ini sudah memiliki basic di pyhthon namun belum memhami dengan tools lainnya seperti tableu dan power BI Alumni (pernah menjadi alumni dibimbing pada program Product Management Batch 10, sehingga mendaftar kembali di program Data Scienece ini)",ikut bootcamp taiwan mana butuh upgrade skill ajar data science milik basic pyhthon memhami tools tableu power bi alumni alumni bimbing program product management batch daftar program data scienece,other
2025-02-27,Data Science,JCJC+,33.0,31.0,java_non_jabodetabek,Usaha,Entrepreneur / Self-Employed,"Setelah beberapa tahun lulus dari S1 dan saat ini menjadi wiraswasta, ingin mencari pengalaman baru dan yang cocok dengan latar belakangnya setelah konsul dgn Mila yaitu data science sehingga memilih data science untuk mengembangkan skill kembali Tidak ada alasan khusus (setelah mencari dan melihat platform dibimbing, maka langsung coba konsultasi dengan admin Mila dan mendaftar di program DS)",lulus s wiraswasta cari alam cocok latar belakang konsul dgn mila data science pilih data science kembang skill alas khusus cari platform bimbing langsung coba konsultasi admin mila daftar program ds,google
2025-02-27,Business Intelligence,CAJC,15.0,26.0,outside_java,Pekerja,Private Employee,"Dia sebenarnya diminta dari kantor kebetulan background pendidikannya dari ilmu sosial jadi sama sekali tidak megang data jadi perlu enhancement dari segi kuantitatifnya, tadinya perlu data analys namun ternyata tidak perlu sedalam itu dan atasannya sudah konsultasi dengan Dibimbing business intelligence sudah cukup buat tambahan kerjaan ini dan kerjaan tambahan ini untuk mengurus teknologi jadi banyak data yang harus diolah dan ini untuk melengkapi, sehingga untuk tujuan utamanya selain untuk menambah skill baru untuk menunjang pekerjaannya yang sekarang Silabus dan durasi bootcamp sesuai kebutuhan (kenapa memilih Dibimbing karena silabusnya lebih lengkap dan durasi bootcampnya lebih lama dibanding yang lain, sehingga lebih memilih Dibimbing)",kantor background didik ilmu sosial megang data enhancement segi kuantitatif data analys dalam atas konsultasi bimbing business intelligence tambah kerja kerja tambah urus teknologi data olah lengkap tuju utama tambah skill tunjang kerja silabus durasi bootcamp sesuai butuh pilih bimbing silabus lengkap durasi bootcampnya banding pilih bimbing,referral
2025-02-27,Cyber Security,CAJC,1.0,20.0,java_non_jabodetabek,Mahasiswa,Student,Mengikuti bootcamp ini karena skill dan pengetahuan Cyber Security ini akan sangat berguna dimasa depan dan melihat gaji pada bidang ini sangat kompetitif Penyaluran kerja (memilih dibimbing karena ada program penyaluran kerjanya sehingga sehingga cukup tertarik untuk bisa tersalurkan pekerjaan dari job connector ini),ikut bootcamp skill tahu cyber security guna masa gaji bidang kompetitif salur kerja pilih bimbing program salur kerja tarik salur kerja job connector,instagram
2025-02-28,UI/UX,JCJC+,30.0,22.0,java_non_jabodetabek,Job seeker,Job Seeker / Unemployed,Ingin mendapat kerja karena lulusan baru dan dari pengalman untuk cari kerja ternyata maish banyak skill yang harus di pelajari dan di bantu untuk persiapan kerja Program dan juga cara penyampaian mentornya,kerja lulus pengalman cari kerja maish skill ajar bantu siap kerja program sampai mentor,instagram
2025-02-28,AI Machine Learning,CAJC,6.0,25.0,java_non_jabodetabek,Pekerja,Private Employee,"Alasannya karena merasa dunia AI makin berkembang jadi kayanya makin banyak banget pilihan career di masa yang akan datang dan longterm goalsnya create something dari AI ini mungkin aplikasi atau program dan untuk short termnya mungkin targetnya selama mengikuti atau pas langsung beres pengen dapat kerja, sehingga dari awal sudah tertarik di program ini dan tidak berpikir ke program lain dan tujuan utamanya selain untuk menambah skill baru untuk menunjang career kedepannya Jadwal di weekend, silabus cocok dengan dia dan testimoni (kenapa memilih Dibimbing karena waktu cari AI muncul ads banyak dan sempat di compare awalnya ke Ruang Guru kurang cocok jadwalnya di weekday lalu menemukan Dibimbing jadwalnya di weekend dia bisa lalu silabusnya dia tertarik serta banyak alumni yang berhasil)",alas dunia ai kembang kaya banget pilih career longterm goalsnya create something ai aplikasi program short term target ikut pas langsung beres ken kerja tarik program pikir program tuju utama tambah skill tunjang career depan jadwal weekend silabus cocok testimoni pilih bimbing cari ai muncul ads compare ruang guru cocok jadwal weekday temu bimbing jadwal weekend silabus tarik alumni hasil,instagram
2025-02-28,Cyber Security,CAJC,1.0,27.0,java_non_jabodetabek,Pekerja,Private Employee,Ingin berpindah kairi dan lebih suka mengopersikan komputer dan lebih tertarik ke bidang ini Dari materi serta detail silabus yang diberikan dan terdapat sesi 1on1,pindah kairi suka mengopersikan komputer tarik bidang materi detail silabus sesi on,google
2025-02-28,UI/UX,JCJC+,30.0,29.0,outside_java,Job seeker,Job Seeker / Unemployed,"Ingin menambah skill untuk bisa nambah kerjaan di UI UX Design, sehingga dari awal sudah tertarik di program ini dan tidak berpikir ke program lain serta tujuan utamanya selain untuk mengembangkan skill sebelumnya untuk menunjang career kedepannya Job connector (kenapa memilih Dibimbing karena ada penyaluran kerjanya yang dia butuhkan saat ini)",tambah skill nambah kerja ui ux design tarik program pikir program tuju utama kembang skill tunjang career depan job connector pilih bimbing salur kerja butuh,other
2025-02-28,Data Science,JCJC+,33.0,26.0,java_non_jabodetabek,Pekerja,Private Employee,"Sebenarnya ambil S2 strategic management di Kuala Lumpur dan kuliahnya project dan waktu itu bertemu consultant dan orangnya sangat insightful dan strategicnya tidak ada missnya dan dia sebagai student pengen tahu backgroundnya ternyata di industrial engineering spesialisasi big data dari situ mulai tertarik dan dia pengen jadi consultant serta dia tahu tidak relate sama sekali jadi karena memang setelah sering ngobrol dengan consultant itu melihat prospeknya data besar dan akhirnya cari bootcamp ini, sehingga dari awal sudah tertarik di program data science tidak berpikir ke program lain dan tujuan utamanya selain untuk menambah skill baru untuk menunjang career kedepannya Penjelasan tim konsultan (kenapa memilih Dibimbing karena penjelasan dari konsultan memberikan data dan membuat dia tertarik)",ambil s strategic management kuala lumpur kuliah project temu consultant orang insightful strategicnya miss student ken backgroundnya industrial engineering spesialisasi big data situ tarik ken consultant relate ngobrol consultant prospek data cari bootcamp tarik program data science pikir program tuju utama tambah skill tunjang career depan jelas tim konsultan pilih bimbing jelas konsultan data tarik,other
2025-03-01,Data Engineering,CAJC,10.0,20.0,jabodetabek,Mahasiswa,Student,"Awalnya mengikuti free event web development di dibimbing dan setelah melihat programnya lebih tertarik dengan data, setelah konsul dengan dosen bahwa projectnya masuk ke data engineering sehingga memutuskan untuk mengikuti di dibimbing. Setelah melihat benefitnya sangat cocok dengan kebutuhannya sehinga langsung mendaftar Job connector dan fasilitas materi sesuai dengan yg dibutuhkan (karena melihat di dibimbing ada program penyaluran kerja dan materinya sangat sesuai) pernah compare dengan decoding namun decoding tidak ada penyaluran kerja, sehingga lebih memilih dibimbing",ikut free event web development bimbing program tarik data konsul dosen projectnya masuk data engineering putus ikut bimbing benefitnya cocok butuh sehinga langsung daftar job connector fasilitas materi sesuai yg butuh bimbing program salur kerja materi sesuai compare decoding decoding salur kerja pilih bimbing,instagram
2025-03-01,Data Science,JCJC+,33.0,38.0,jabodetabek,Pekerja,Freelancer / Part-Time,"Ingin memperdalam materi agar bisa switch career ke bidang data karena merasa passionnya ada di bidang data Harga dan fasilitas (sesuai dengan harganya dan fasilitas cocok dengan kebutuhannya yaitu 3 bulan belajar dan 2 bulannya ada project/career preparaion, dll)",dalam materi switch career bidang data passionnya bidang data harga fasilitas sesuai harga fasilitas cocok butuh ajar bulan project career preparaion dll,other
2025-03-01,Data Science,JCJC+,33.0,25.0,jabodetabek,Job seeker,Job Seeker / Unemployed,"Ikut program dibimbing ini agar bisa dapat kerja, terutama Data Science dan mengetahui mencari kerja banyak saingan nya dan dari Dari hasil survei akhirnya memilih dibimbing karena dari testimoni alumi dan ada universitas nya juga yang di dirikan dengan dibimbing",program bimbing kerja data science cari kerja saing nya hasil survei pilih bimbing testimoni alum universitas nya diri bimbing,other
2025-03-01,Back End Golang,JCJC+,4.0,35.0,jabodetabek,Pekerja,Government Employee,Ingin mengembang kan skill di bidang back end dan kebetulan pekerjaan saat ini berhubungan dengan pemrograman dan hanya saya sendiri di perusahaan yang membantu Kenapa memilih dibimbing karena setelah membandingkan beberapa platfrom dari segi harga dan fasilitas lebih bagus dibimbing dan juga dari review serta testimoni yang bikin tambah yakin untuk join dibimbing,kembang skill bidang back end kerja hubung pemrograman usaha bantu pilih bimbing banding platfrom segi harga fasilitas bagus bimbing review testimoni bikin join bimbing,google
2025-03-01,Cyber Security,CAJC,1.0,30.0,jabodetabek,Pekerja,Private Employee,"Karena di pekerjaan saat ini masih erat kaitannya dengan cyber security maka ilmu dari bootcamp ini agar bisa menunjang pekerjaannya dan selain itu untuk bisa mengatasi masalah-masalah security pada mobile apps di kantornya Harga dan fasilitas (setelah membandingkan dengan idnetwork, dari segi harga tidak berbeda jauh namun dari segi pembelajaran lebih lengkap dan terdaapt red team dan blue team sehingga tertarik dengan dibimbing)",kerja erat kait cyber security ilmu bootcamp tunjang kerja atas security mobile apps kantor harga fasilitas banding idnetwork segi harga beda segi ajar lengkap terdaapt red team blue team tarik bimbing,instagram
2025-03-01,Business Intelligence,CAJC,16.0,22.0,jabodetabek,Pekerja,Private Employee,"Motivasinya karena saat berkuliah di jurusan matematika dan saat ini tertarik dengan bisnis, maka memilih BI untuk dipelajari lebih dalam melalui bootcamp ini dengan tujuan bisa mendapatkan pekerjaan sesuai dengan bidangnya Mendapat tawaran dari admin (Kebetulan sedang mencari course untuk upgrade skill dan dibimbing menawarkan programnya. Setelah diskusi dengan ibunya cukup tertarik dengan fasilitas bootcamp ini lalu memilih Business Intelligence dan langsung mendaftar)",motivasi kuliah jurus matematika tarik bisnis pilih bi ajar bootcamp tuju kerja sesuai bidang tawar admin cari course upgrade skill bimbing tawar program diskusi ibu tarik fasilitas bootcamp pilih business intelligence langsung daftar,tiktok
2025-03-02,Human Resource,CAJC,7.0,24.0,jabodetabek,Pekerja,Private Employee,Agar lebih mengetahui lebih dalam tentang HR dan ingin berkairi di bidang HR dan kenapa tertarik untuk belajar lebih dalam karena penasaran dengan perkembangan karyawan di perusahaan dan ingin tahu lebih detail lagi Dari review dan banyak yang rekomand dari sosial media dan juga materi dibimbing lebih lengkap,hr berkairi bidang hr tarik ajar penasaran kembang karyawan usaha detail review rekomand sosial media materi bimbing lengkap,tiktok
2025-03-02,UI/UX,JCJC+,30.0,20.0,jabodetabek,Job seeker,Job Seeker / Unemployed,"Karena saat ini background pendidikannya marketing, namun dia ingin belajar di topik yang berbeda namun masih berhubungan maka dia pilih UIUX Design Pembelajaran lebih komprehensif (beberapa kali pernah melihat bahwa pembelajaran di platform lain kurang komprehensif, maka melihat dibimbing lebih unggul dan komprehensif maka lebih memilih dibimbing) dan untuk nama platform yang sempat di compare, sudah lupa",background didik marketing ajar topik beda hubung pilih uiux design ajar komprehensif kali ajar platform komprehensif bimbing unggul komprehensif pilih bimbing nama platform compare lupa,instagram
2025-03-02,AI Machine Learning,CAJC,6.0,18.0,java_non_jabodetabek,Mahasiswa,Student,Karena di teknik elektro ini belajar tentang roboting dan dilihat dari perkembangan saat ini untuk program AIML akan membantu untuk perkembangan teknologi jadi ingin menambah skill di bidang tersebut Dari materinya lebih jelas dan jadwal sudah terstruktur,teknik elektro ajar roboting kembang program aiml bantu kembang teknologi tambah skill bidang materi jadwal struktur,instagram
2025-03-02,Human Resource,CAJC,7.0,21.0,java_non_jabodetabek,Job seeker,Job Seeker / Unemployed,Tertarik belajar di bidang HR dan memang ada keinginan untuk berkarir di bidang HR Yakin dengan dibimbing (Pernah compare dengan platfrom lain namun setelah di check lebih yajkin dengan dibimbing maka langsung mendaftar di dibimbing),tarik ajar bidang hr berkarir bidang hr bimbing compare platfrom check yajkin bimbing langsung daftar bimbing,instagram
2025-03-02,Business Intelligence,CAJC,16.0,24.0,jabodetabek,Pekerja,Private Employee,Ingin berpindah karir dan ingin menambah skill Karena dari testimoni dari teman sendiri',pindah karir tambah skill testimoni teman,referral
2025-03-02,Cyber Security,CAJC,1.0,29.0,outside_java,Pekerja,Government Employee,"Karena pekerjaan saat ini di bidang elektronik dan merasa cyber security ini sangat penting untuk bisa menambah skill di perkerjaannya. Selain itu juga berkeinginan untuk switch career Harga, jadwal yang lama dan materi lebih lengkap (dari segi harga cukup affordable, lalu melihat jadwalnya cukup lama sekitar 5 bulan dan karena ada materi red team vs blue team yang membuatnya semakin penasaran sehingga memilih dibimbing dibandingkan dengan platform lain)",kerja bidang elektronik cyber security tambah skill kerja switch career harga jadwal materi lengkap segi harga affordable jadwal materi red team vs blue team buat penasaran pilih bimbing banding platform,instagram
2025-03-03,Data Science,JCJC+,33.0,21.0,outside_java,Job seeker,Job Seeker / Unemployed,"Dia suka data science karena sudah memiliki bassicnya dikarenakan pernah ikut magang di Bangkit mengambil cloud computing jadinya sekalian saja diasah skillnya didata science dan sempat bimbang mau ambil data science atau cyber security, namun setelah dipertimbangkan memilih data analyst dan science ini karena kebetulan ada teman yang sudah ikut bootcamp di program ini di Dibimbing yang membuatnya semakin yakin, sehingga tujuan utamanya selain untuk menambah skill baru untuk menunjang career kedepannya di bidang ini Testimoni dan benefit (kenapa memilih Dibimbing karena dapat rekomendasi dari temannya yang sudah ikut bootcamp data science di Dibimbing jadi lebih meyakinkan dan melihat benefitnya lebih dapat sesuai yang dibutuhkan)",suka data science milik bassicnya magang bangkit ambil cloud computing asah skillnya data science bimbang ambil data science cyber security timbang pilih data analyst science teman bootcamp program bimbing buat tuju utama tambah skill tunjang career depan bidang testimoni benefit pilih bimbing rekomendasi teman bootcamp data science bimbing benefitnya sesuai butuh,referral
2025-03-03,Web Development (FE),JCJC+,23.0,24.0,outside_java,Mahasiswa,Student,Ingin meningkatkan skill untuk ke dunia kerja dan Untuk fasilitas hampir sama dengan platfrom yang lain tetapi dari segi harga,tingkat skill dunia kerja fasilitas platfrom segi harga,google
2025-03-03,Human Resource,CAJC,7.0,21.0,outside_java,Mahasiswa,Student,Karena awal tertarik dengan management sumber daya manusia dan juga kuliah D3 yang berhubungan dengan sumber daya manusia dan ingin berkairi di bidang SDM Kenapa memilih dibimbing karena ada fasilitas job connector,tarik management sumber daya manusia kuliah d hubung sumber daya manusia berkairi bidang sdm pilih bimbing fasilitas job connector,google
2025-03-03,Data Science,JCJC+,33.0,25.0,outside_java,Job seeker,Job Seeker / Unemployed,Untuk berpindah karir dan tertarik untuk data science sendiri karena dari hasil survei untuk peluang kerja di era sekarang data science ini memiliki peluang yang besar jadi ingin belajar dan mendalami  bidang ini lebih detail lagi dan bisa menjadi peluang karir kedepanya Dari fasilitas dan harga sesuai dengan kebutuhan dan dari jadwal pembelajaran,pindah karir tarik data science hasil survei peluang kerja era data science milik peluang ajar dalam bidang detail peluang karir depa fasilitas harga sesuai butuh jadwal ajar,google
2025-03-03,Digital Marketing,JCJC+,29.0,25.0,jabodetabek,Job seeker,Entrepreneur / Self-Employed,Ingin berpindah karir ke bidang digital marketing ingin mencari pekerjaan yang lebih pasti dan kenapa tertarik di bidang ini karena melihat peluang karir yang cukup luas jadi ingin memperdalam bidang digital marketing Karena dari waktu berjalanya bootcamp dan juga dari fasilitas yang diberikan serta materi yang lengkap,pindah karir bidang digital marketing cari kerja tarik bidang peluang karir luas dalam bidang digital marketing jala bootcamp fasilitas materi lengkap,google
2025-03-03,UI/UX,JCJC+,30.0,24.0,java_non_jabodetabek,Pekerja,Government Employee,"Sesuai denga back groud sistem informasi dan kerjaan saat ini bekerja di bank , jadi ingin kembali Dari pelayanan dibimbing sangat bagus dan infromasi yang diberikan juga jelas serta dari kuwalitas program",sesuai denga back groud sistem informasi kerja bank layan bimbing bagus infromasi kuwalitas program,instagram
2025-03-04,AI Machine Learning,CAJC,6.0,24.0,jabodetabek,Pekerja,Private Employee,"Dia pengen switch career dan pengen bisa kerja di industri AI, sehingga dari awal sudah tertarik di machine learning dan tujuan utamanya selain untuk menambah skill baru untuk menunjang career kedepannya Waktu kelas di weekend (kenapa memilih Dibimbing karena jadwal nya oke sesuai dengan dia yang sudah bekerja)",ken switch career ken kerja industri ai tarik machine learning tuju utama tambah skill tunjang career depan kelas weekend pilih bimbing jadwal nya oke sesuai,instagram
2025-03-04,UI/UX,JCJC+,30.0,24.0,java_non_jabodetabek,Job seeker,Job Seeker / Unemployed,Udah sempat beberapa kali ikut UIUX Design dan ingin berpindah karir d bidang tersebut dan liner dengan jurusan di perkuliahan Karena ada program UIUX desing dan juga ada program JOb Connector plus,udah kali uiux design pindah karir d bidang liner jurus kuliah program uiux desing program job connector plus,instagram
2025-03-04,UI/UX,JCJC+,30.0,21.0,jabodetabek,Job seeker,Job Seeker / Unemployed,Ingin belajar hal baru dan di jurusan kuliah kurang liner dan ingin balajar yang lebih spesifik Karena cek di linkind dan testimoninya banyak yang,ajar jurus kuliah liner balajar spesifik cek linkind testimoninya,instagram
2025-03-04,Business Intelligence,CAJC,16.0,20.0,jabodetabek,Pekerja,Student,Karena peminatan data analist dan ingin belajar bagaimana cara mengolah data terutama di bisnis dan ingin memperdalam Setelah dikirimkan portofolio student dan juga dari penjelasan dari CS dibimbing dan dari materi dari silabus,minat data analist ajar olah data bisnis dalam kirim portofolio student jelas cs bimbing materi silabus,instagram
2025-03-04,Product Management,JCJC+,14.0,30.0,jabodetabek,Pekerja,Private Employee," Testimoni, kurikulum dan job connector (kenapa memilih Dibimbing karena lihat testimoninya, materinya sesuai yang dia butuhkan dan inginkan serta ada job connector bergaransi)",testimoni kurikulum job connector pilih bimbing lihat testimoninya materi sesuai butuh job connector garansi,google
2025-03-04,Digital Marketing,JCJC+,29.0,21.0,outside_java,Mahasiswa,Student,"Sebenarnya dia ngerasa dia masih mencari skill yang dia miliki dan dia belum merasa pandai di suatu bidang dan ikut bootcamp menjadi salah satu solusi serta jika dia lulus nanti sudah punya kemampuan di suatu bidang dan sempat berpikir ke human resources namun setelah dipertimbangkan terkait prospek karier dan seru dia lebih memilih digital marketing, sehingga tujuan utamanya selain untuk menambah skill baru untuk menunjang career kedepannya Silabus lengkap dan pelayanannya bagus (kenapa memilih Dibimbing karena silabusnya lengkap dan Dibimbing paling proper menurutnya dan pelayanannya bagus)",ngerasa cari skill milik pandai bidang bootcamp salah solusi lulus mampu bidang pikir human resources timbang kait prospek karier seru pilih digital marketing tuju utama tambah skill tunjang career depan silabus lengkap layan bagus pilih bimbing silabus lengkap bimbing proper turut layan bagus,tiktok
2025-03-05,Product Management,JCJC+,14.0,27.0,jabodetabek,Usaha,Entrepreneur / Self-Employed, Testimoni dan kurikulum (kenapa memilih Dibimbing karena selain testimoni temannya membuat yakin dia mempertimbangkan kurikulumnya lebih detail),testimoni kurikulum pilih bimbing testimoni teman timbang kurikulum detail,referral
2025-03-05,Product Management,JCJC+,14.0,22.0,java_non_jabodetabek,Pekerja,Freelancer / Part-Time, Durasi bootcamp (melihat platform lain seperti Myskill durasi pembelajarannya hanya kurang lebih 2 bulan dan menurutnya jika belajar materi barudirangkum dalam waktu yang singakt akan kurang efektif),durasi bootcamp platform myskill durasi ajar turut ajar materi barudirangkum singakt efektif,other
2025-03-05,Human Resource,CAJC,7.0,26.0,jabodetabek,Pekerja,Private Employee,"Motivasi mengikuti bootcamp ini adalah agar bisa switch career dan mendapatkan koneksi dengan orang orang yang kompeten di bidang HR. Karena belum mengetahui dunia kerja HR sehingga berharap bisa terkoneksi dengan lingkungan HR"" Jadwal di weekend dan materi sedikit lebih lengkap (setelah compare dengan beberapa platform bootcamp melihat dibimbing jadwalnya di hari Sabtu dan Minggu, sehingga tidak bentrok dengan jadwal kerjanya agar bisa maksimal belajarnya. Selain itu melihat materi dan silbusnya dibimbing sedikit lebih lengkap dibandingkan dengan platform lain sehingga memilih dibimbing)",motivasi ikut bootcamp switch career koneksi orang orang kompeten bidang hr dunia kerja hr harap koneksi lingkung hr jadwal weekend materi lengkap compare platform bootcamp bimbing jadwal sabtu minggu bentrok jadwal kerja maksimal ajar materi silbusnya bimbing lengkap banding platform pilih bimbing,tiktok
